Country/Region,Region,Year,CO2 Emissions,Energy Usage,GDP,Internet Usage,Mobile Phone Usage,Tourism Inbound,Tourism Outbound
Guyana,The Americas,12/1/2008,1558,,$2B,18%,58%,$0B,$0B
Ecuador,The Americas,12/1/2008,29670,10973,$62B,19%,81%,$1B,$1B
Dominican Republic,The Americas,12/1/2008,21019,7104,$46B,21%,74%,$4B,$1B
Paraguay,The Americas,12/1/2008,4353,4348,$19B,14%,93%,$0B,$0B
Nicaragua,The Americas,12/1/2008,4386,2903,$8B,5%,55%,$0B,$0B
Belize,The Americas,12/1/2008,407,,$1B,11%,55%,$0B,$0B
Haiti,The Americas,12/1/2008,2428,2927,$7B,8%,33%,$0B,$0B
Bolivia,The Americas,12/1/2008,13773,5973,$17B,13%,51%,$0B,$0B
Honduras,The Americas,12/1/2008,8672,4648,$14B,10%,85%,$1B,$0B
Guatemala,The Americas,12/1/2008,11441,8157,$39B,8%,110%,$1B,$1B
Turks and Caicos Islands,The Americas,12/1/2009,161,,,,,,
Dominica,The Americas,12/1/2009,128,,$0B,42%,139%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2009,260,,$1B,69%,146%,$0B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2009,,,,,,$1B,$0B
Cuba,The Americas,12/1/2009,29901,12346,$62B,14%,6%,$2B,
Aruba,The Americas,12/1/2009,2296,,$2B,58%,126%,$1B,$0B
Canada,The Americas,12/1/2009,513937,251326,"$1,370B",80%,71%,$16B,$30B
Puerto Rico,The Americas,12/1/2009,,,$96B,42%,73%,$3B,$1B
Bermuda,The Americas,12/1/2009,466,,$6B,83%,131%,$0B,$0B
Barbados,The Americas,12/1/2009,1624,,$5B,65%,121%,$1B,$0B
Curacao,The Americas,12/1/2009,,,,,140%,$0B,$0B
United States,The Americas,12/1/2009,5311840,2164458,"$14,400B",71%,89%,$150B,
Chile,The Americas,12/1/2009,67267,29484,$172B,42%,97%,$2B,$2B
Trinidad and Tobago,The Americas,12/1/2009,48177,20277,$19B,44%,140%,$1B,$0B
Uruguay,The Americas,12/1/2009,7891,4134,$30B,42%,122%,$1B,$0B
Cayman Islands,The Americas,12/1/2009,587,,,65%,200%,$0B,$0B
Greenland,The Americas,12/1/2009,557,,$1B,63%,95%,,
Brazil,The Americas,12/1/2009,367147,240464,"$1,620B",39%,88%,$6B,$13B
Jamaica,The Americas,12/1/2009,8592,3022,$12B,24%,108%,$2B,$0B
"Bahamas, The",The Americas,12/1/2009,1643,,$8B,34%,101%,$2B,$0B
Costa Rica,The Americas,12/1/2009,7818,4561,$29B,34%,42%,$2B,$0B
St. Vincent and the Grenadines,The Americas,12/1/2009,202,,$1B,31%,111%,$0B,$0B
St. Lucia,The Americas,12/1/2009,385,,$1B,36%,108%,$0B,$0B
Argentina,The Americas,12/1/2009,179639,76075,$378B,34%,131%,$4B,$6B
Antigua and Barbuda,The Americas,12/1/2009,499,,$1B,42%,156%,$0B,$0B
St. Martin (French part),The Americas,12/1/2009,,,,,,,
Suriname,The Americas,12/1/2009,2468,,$4B,31%,147%,$0B,$0B
Grenada,The Americas,12/1/2009,253,,$1B,24%,110%,$0B,$0B
Colombia,The Americas,12/1/2009,70850,30815,$234B,30%,92%,$3B,$2B
Mexico,The Americas,12/1/2009,446237,175752,$895B,26%,72%,$13B,$9B
El Salvador,The Americas,12/1/2009,6476,4214,$21B,12%,122%,$1B,$0B
Peru,The Americas,12/1/2009,47356,17200,$121B,31%,85%,$2B,$1B
Venezuela,The Americas,12/1/2009,185341,69597,$329B,33%,98%,$1B,$2B
Panama,The Americas,12/1/2009,8636,3367,$26B,39%,168%,$2B,$1B
Guyana,The Americas,12/1/2009,1555,,$2B,24%,63%,$0B,$0B
Dominican Republic,The Americas,12/1/2009,20323,6941,$46B,28%,87%,$4B,$1B
Ecuador,The Americas,12/1/2009,30473,12678,$63B,25%,90%,$1B,$1B
Nicaragua,The Americas,12/1/2009,4496,2903,$8B,7%,58%,$0B,$0B
Paraguay,The Americas,12/1/2009,4518,4476,$16B,19%,89%,$0B,$0B
Belize,The Americas,12/1/2009,414,,$1B,12%,54%,$0B,$0B
Haiti,The Americas,12/1/2009,2263,2732,$7B,8%,37%,$0B,$0B
Bolivia,The Americas,12/1/2009,14408,6203,$17B,17%,65%,$0B,$0B
Honduras,The Americas,12/1/2009,7866,4453,$15B,10%,112%,$1B,$0B
Guatemala,The Americas,12/1/2009,11844,9318,$38B,9%,124%,$1B,$1B
Sint Maarten (Dutch part),The Americas,12/1/2010,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2010,161,,,,,,
St. Kitts and Nevis,The Americas,12/1/2010,249,,$1B,76%,153%,$0B,$0B
Cuba,The Americas,12/1/2010,38364,11308,$64B,16%,9%,$2B,
Aruba,The Americas,12/1/2010,2321,,$2B,62%,130%,$1B,$0B
Puerto Rico,The Americas,12/1/2010,,,$98B,45%,79%,$3B,$1B
Canada,The Americas,12/1/2010,499137,250992,"$1,610B",80%,76%,$18B,$37B
Bermuda,The Americas,12/1/2010,477,,$6B,84%,136%,$0B,$0B
Dominica,The Americas,12/1/2010,136,,$0B,48%,148%,$0B,$0B
Barbados,The Americas,12/1/2010,1503,,$4B,68%,125%,$1B,$0B
United States,The Americas,12/1/2010,5433057,2215504,"$15,000B",72%,91%,$165B,
Curacao,The Americas,12/1/2010,,,,,138%,$0B,$0B
Chile,The Americas,12/1/2010,72258,30920,$218B,45%,116%,$2B,$2B
Cayman Islands,The Americas,12/1/2010,590,,,66%,181%,$0B,$0B
Trinidad and Tobago,The Americas,12/1/2010,50682,21370,$21B,49%,143%,$1B,$0B
Greenland,The Americas,12/1/2010,634,,,63%,101%,,
Jamaica,The Americas,12/1/2010,7158,2830,$13B,28%,116%,$2B,$0B
Uruguay,The Americas,12/1/2010,6645,4174,$39B,46%,132%,$2B,$1B
Brazil,The Americas,12/1/2010,419754,265887,"$2,140B",41%,101%,$6B,$19B
St. Lucia,The Americas,12/1/2010,403,,$1B,43%,112%,$0B,$0B
"Bahamas, The",The Americas,12/1/2010,2464,,$8B,43%,119%,$2B,$0B
Costa Rica,The Americas,12/1/2010,7770,4646,$36B,37%,67%,$2B,$1B
St. Vincent and the Grenadines,The Americas,12/1/2010,209,,$1B,39%,121%,$0B,$0B
Argentina,The Americas,12/1/2010,180512,78162,$463B,45%,141%,$6B,$6B
Antigua and Barbuda,The Americas,12/1/2010,513,,$1B,47%,193%,$0B,$0B
St. Martin (French part),The Americas,12/1/2010,,,,,,,
Suriname,The Americas,12/1/2010,2384,,$4B,32%,99%,$0B,$0B
Grenada,The Americas,12/1/2010,260,,$1B,27%,117%,$0B,$0B
El Salvador,The Americas,12/1/2010,6249,4210,$21B,16%,124%,$1B,$0B
Colombia,The Americas,12/1/2010,75680,32235,$287B,37%,96%,$3B,$2B
Mexico,The Americas,12/1/2010,443674,178924,"$1,050B",31%,78%,$13B,$9B
Panama,The Americas,12/1/2010,9633,3710,$29B,40%,181%,$3B,$1B
Peru,The Americas,12/1/2010,57579,19207,$149B,35%,100%,$2B,$2B
Venezuela,The Americas,12/1/2010,201747,75502,$394B,37%,96%,$1B,$2B
Guyana,The Americas,12/1/2010,1701,,$2B,30%,71%,$0B,$0B
Dominican Republic,The Americas,12/1/2010,20964,7178,$51B,31%,89%,$4B,$1B
Ecuador,The Americas,12/1/2010,32636,12428,$68B,29%,99%,$1B,$1B
Paraguay,The Americas,12/1/2010,5075,4789,$20B,20%,92%,$0B,$0B
Belize,The Americas,12/1/2010,422,,$1B,14%,63%,$0B,$0B
Nicaragua,The Americas,12/1/2010,4547,2951,$9B,10%,68%,$0B,$0B
Bolivia,The Americas,12/1/2010,15456,7341,$20B,22%,71%,$0B,$0B
Haiti,The Americas,12/1/2010,2120,2409,$7B,8%,40%,$0B,$0B
Honduras,The Americas,12/1/2010,8108,4567,$16B,11%,125%,$1B,$0B
Guatemala,The Americas,12/1/2010,11118,10251,$41B,11%,126%,$1B,$1B
Sint Maarten (Dutch part),The Americas,12/1/2011,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2011,,,,,,,
Dominica,The Americas,12/1/2011,,,$0B,51%,153%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2011,,,$1B,78%,145%,$0B,$0B
Cuba,The Americas,12/1/2011,,11187,$68B,16%,12%,$3B,
Aruba,The Americas,12/1/2011,,,$3B,69%,,$1B,$0B
Puerto Rico,The Americas,12/1/2011,,,$100B,48%,84%,$3B,$1B
Canada,The Americas,12/1/2011,,251845,"$1,780B",83%,79%,$20B,$41B
Bermuda,The Americas,12/1/2011,,,$6B,88%,,$0B,$0B
Barbados,The Americas,12/1/2011,,,$4B,72%,124%,,
Curacao,The Americas,12/1/2011,,,,,136%,$1B,$0B
United States,The Americas,12/1/2011,,2191193,"$15,500B",70%,94%,$185B,
Greenland,The Americas,12/1/2011,,,,64%,104%,,
Chile,The Americas,12/1/2011,,33574,$251B,52%,129%,$3B,$2B
Cayman Islands,The Americas,12/1/2011,,,,70%,171%,$0B,$0B
Trinidad and Tobago,The Americas,12/1/2011,,20918,$24B,55%,137%,$1B,$0B
Brazil,The Americas,12/1/2011,,270028,"$2,480B",46%,119%,$7B,$25B
Jamaica,The Americas,12/1/2011,,3066,$14B,37%,107%,$2B,$0B
"Bahamas, The",The Americas,12/1/2011,,,$8B,65%,82%,$2B,$0B
Uruguay,The Americas,12/1/2011,,4430,$47B,51%,141%,$2B,$1B
St. Lucia,The Americas,12/1/2011,,,$1B,45%,121%,$0B,$0B
Costa Rica,The Americas,12/1/2011,,4655,$41B,39%,88%,$2B,$1B
St. Vincent and the Grenadines,The Americas,12/1/2011,,,$1B,43%,121%,$0B,$0B
Argentina,The Americas,12/1/2011,,80112,$558B,51%,149%,$6B,$7B
Antigua and Barbuda,The Americas,12/1/2011,,,$1B,53%,200%,$0B,$0B
St. Martin (French part),The Americas,12/1/2011,,,,,,,
Suriname,The Americas,12/1/2011,,,$4B,32%,101%,$0B,$0B
Grenada,The Americas,12/1/2011,,,$1B,30%,115%,$0B,$0B
Colombia,The Americas,12/1/2011,,31613,$335B,40%,98%,$3B,$3B
Mexico,The Americas,12/1/2011,,186171,"$1,170B",37%,79%,$12B,$10B
El Salvador,The Americas,12/1/2011,,4319,$23B,19%,133%,$1B,$0B
Venezuela,The Americas,12/1/2011,,70198,$316B,40%,98%,$1B,$3B
Peru,The Americas,12/1/2011,,20582,$171B,36%,110%,$3B,$2B
Panama,The Americas,12/1/2011,,4058,$33B,43%,180%,$3B,$1B
Guyana,The Americas,12/1/2011,,,$3B,31%,67%,$0B,$0B
Ecuador,The Americas,12/1/2011,,12942,$77B,31%,101%,$1B,$1B
Dominican Republic,The Americas,12/1/2011,,7382,$55B,38%,86%,$4B,$1B
Paraguay,The Americas,12/1/2011,,4858,$25B,25%,99%,$0B,$0B
Nicaragua,The Americas,12/1/2011,,3038,$10B,11%,82%,$0B,$0B
Belize,The Americas,12/1/2011,,,$1B,19%,70%,$0B,$0B
Haiti,The Americas,12/1/2011,,3211,$8B,9%,42%,$0B,$0B
Bolivia,The Americas,12/1/2011,,7704,$24B,30%,81%,$0B,$0B
Honduras,The Americas,12/1/2011,,4740,$18B,16%,104%,$1B,$0B
Guatemala,The Americas,12/1/2011,,10163,$48B,12%,133%,$1B,$1B
Sint Maarten (Dutch part),The Americas,12/1/2012,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2012,,,,,,,
Dominica,The Americas,12/1/2012,,,$0B,55%,153%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2012,,,$1B,79%,142%,$0B,$0B
Aruba,The Americas,12/1/2012,,,,74%,132%,$1B,$0B
Cuba,The Americas,12/1/2012,,,,26%,15%,$3B,
Puerto Rico,The Americas,12/1/2012,,,$101B,69%,83%,$3B,$1B
Canada,The Americas,12/1/2012,,252651,"$1,820B",83%,80%,$21B,$43B
Bermuda,The Americas,12/1/2012,,,$5B,91%,140%,$0B,$0B
Cayman Islands,The Americas,12/1/2012,,,,74%,172%,,
Curacao,The Americas,12/1/2012,,,,,132%,$1B,$0B
Barbados,The Americas,12/1/2012,,,$4B,73%,123%,,
United States,The Americas,12/1/2012,,2132446,"$16,200B",79%,96%,$200B,
Greenland,The Americas,12/1/2012,,,,65%,105%,,
Chile,The Americas,12/1/2012,,32720,$266B,61%,137%,$3B,$2B
Trinidad and Tobago,The Americas,12/1/2012,,,$23B,60%,141%,,
Brazil,The Americas,12/1/2012,,,"$2,250B",49%,125%,$7B,$26B
Jamaica,The Americas,12/1/2012,,,$15B,34%,98%,$2B,$0B
"Bahamas, The",The Americas,12/1/2012,,,$8B,72%,81%,$2B,$0B
Uruguay,The Americas,12/1/2012,,,$50B,55%,147%,$2B,$1B
Costa Rica,The Americas,12/1/2012,,,$45B,48%,112%,$3B,$1B
St. Lucia,The Americas,12/1/2012,,,$1B,35%,119%,$0B,$0B
St. Martin (French part),The Americas,12/1/2012,,,,,,,
St. Vincent and the Grenadines,The Americas,12/1/2012,,,$1B,48%,116%,$0B,$0B
Argentina,The Americas,12/1/2012,,,$603B,56%,157%,$6B,$8B
Antigua and Barbuda,The Americas,12/1/2012,,,$1B,59%,143%,,
Suriname,The Americas,12/1/2012,,,$5B,35%,107%,$0B,$0B
Grenada,The Americas,12/1/2012,,,$1B,32%,123%,$0B,$0B
Colombia,The Americas,12/1/2012,,,$370B,49%,103%,$3B,$3B
Mexico,The Americas,12/1/2012,,191924,"$1,190B",40%,83%,$13B,$11B
El Salvador,The Americas,12/1/2012,,,$24B,20%,137%,$1B,$0B
Peru,The Americas,12/1/2012,,,$193B,38%,98%,$3B,$2B
Venezuela,The Americas,12/1/2012,,,$381B,49%,102%,$1B,$3B
Panama,The Americas,12/1/2012,,,$38B,40%,163%,$4B,$1B
Guyana,The Americas,12/1/2012,,,$3B,33%,69%,$0B,$0B
Dominican Republic,The Americas,12/1/2012,,,$59B,41%,87%,$5B,$1B
Ecuador,The Americas,12/1/2012,,,$84B,35%,106%,$1B,$1B
Nicaragua,The Americas,12/1/2012,,,$11B,14%,98%,$0B,$0B
Paraguay,The Americas,12/1/2012,,,$25B,29%,102%,$0B,$0B
Belize,The Americas,12/1/2012,,,$2B,25%,53%,$0B,$0B
Haiti,The Americas,12/1/2012,,,$8B,10%,60%,$0B,$0B
Bolivia,The Americas,12/1/2012,,,$27B,36%,90%,$1B,$1B
Honduras,The Americas,12/1/2012,,,$19B,18%,93%,$1B,$0B
Guatemala,The Americas,12/1/2012,,,$50B,16%,138%,$1B,$1B
