Country/Region,Region,Year,Birth Rate,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban
Marshall Islands,Oceania,12/1/2008,0,0,0,0,0.1M,70.80%
Australia,Oceania,12/1/2008,1.40%,0.192,0.677,0.132,21.2M,88.40%
New Zealand,Oceania,12/1/2008,1.50%,0.208,0.666,0.125,4.3M,86.10%
New Caledonia,Oceania,12/1/2008,1.60%,0.248,0.667,0.086,0.2M,66.00%
French Polynesia,Oceania,12/1/2008,1.70%,0.251,0.688,0.061,0.3M,56.70%
Guam,Oceania,12/1/2008,1.80%,0.284,0.647,0.069,0.2M,93.90%
Fiji,Oceania,12/1/2008,2.20%,0.294,0.661,0.045,0.8M,51.10%
Kiribati,Oceania,12/1/2008,2.40%,0.35,0.613,0.037,0.1M,43.60%
"Micronesia, Fed. Sts.",Oceania,12/1/2008,2.40%,0.378,0.583,0.039,0.1M,22.30%
Vanuatu,Oceania,12/1/2008,2.80%,0.388,0.574,0.037,0.2M,24.00%
Tonga,Oceania,12/1/2008,2.80%,0.377,0.563,0.059,0.1M,23.30%
Samoa,Oceania,12/1/2008,2.90%,0.388,0.563,0.05,0.2M,20.50%
Papua New Guinea,Oceania,12/1/2008,3.10%,0.395,0.578,0.027,6.6M,13.10%
Solomon Islands,Oceania,12/1/2008,3.40%,0.41,0.558,0.032,0.5M,19.10%
American Samoa,Oceania,12/1/2009,0,0,0,0,0.1M,87.70%
Marshall Islands,Oceania,12/1/2009,0,0,0,0,0.1M,71.10%
New Zealand,Oceania,12/1/2009,1.40%,0.207,0.666,0.127,4.3M,86.10%
Australia,Oceania,12/1/2009,1.40%,0.19,0.677,0.133,21.7M,88.60%
New Caledonia,Oceania,12/1/2009,1.60%,0.241,0.668,0.091,0.2M,66.60%
French Polynesia,Oceania,12/1/2009,1.70%,0.244,0.692,0.065,0.3M,56.60%
Guam,Oceania,12/1/2009,1.80%,0.279,0.65,0.071,0.2M,94.00%
Fiji,Oceania,12/1/2009,2.20%,0.292,0.662,0.047,0.9M,51.40%
Kiribati,Oceania,12/1/2009,2.40%,0.343,0.619,0.038,0.1M,43.70%
"Micronesia, Fed. Sts.",Oceania,12/1/2009,2.40%,0.374,0.588,0.039,0.1M,22.30%
Vanuatu,Oceania,12/1/2009,2.80%,0.385,0.576,0.039,0.2M,24.30%
Samoa,Oceania,12/1/2009,2.80%,0.385,0.565,0.05,0.2M,20.30%
Tonga,Oceania,12/1/2009,2.80%,0.376,0.565,0.059,0.1M,23.30%
Papua New Guinea,Oceania,12/1/2009,3.10%,0.393,0.579,0.027,6.7M,13.00%
Solomon Islands,Oceania,12/1/2009,3.30%,0.409,0.559,0.032,0.5M,19.60%
Marshall Islands,Oceania,12/1/2010,0,0,0,0,0.1M,71.30%
Australia,Oceania,12/1/2010,1.40%,0.189,0.676,0.134,22.0M,88.70%
New Zealand,Oceania,12/1/2010,1.50%,0.205,0.665,0.13,4.4M,86.20%
French Polynesia,Oceania,12/1/2010,1.70%,0.238,0.695,0.068,0.3M,56.50%
New Caledonia,Oceania,12/1/2010,1.70%,0.235,0.67,0.095,0.3M,67.30%
Guam,Oceania,12/1/2010,1.80%,0.275,0.652,0.073,0.2M,94.10%
American Samoa,Oceania,12/1/2010,1.90%,0,0,0,0.1M,87.60%
Fiji,Oceania,12/1/2010,2.20%,0.29,0.661,0.048,0.9M,51.80%
Kiribati,Oceania,12/1/2010,2.30%,0.336,0.626,0.039,0.1M,43.80%
"Micronesia, Fed. Sts.",Oceania,12/1/2010,2.40%,0.369,0.593,0.038,0.1M,22.30%
Vanuatu,Oceania,12/1/2010,2.70%,0.382,0.579,0.039,0.2M,24.60%
Tonga,Oceania,12/1/2010,2.70%,0.375,0.567,0.059,0.1M,23.40%
Samoa,Oceania,12/1/2010,2.80%,0.383,0.567,0.051,0.2M,20.10%
Papua New Guinea,Oceania,12/1/2010,3.00%,0.391,0.582,0.028,6.9M,13.00%
Solomon Islands,Oceania,12/1/2010,3.30%,0.408,0.56,0.033,0.5M,20.00%
American Samoa,Oceania,12/1/2011,0,0,0,0,0.1M,87.50%
Marshall Islands,Oceania,12/1/2011,0,0,0,0,0.1M,71.60%
New Zealand,Oceania,12/1/2011,1.40%,0.204,0.663,0.133,4.4M,86.20%
Australia,Oceania,12/1/2011,1.40%,0.189,0.674,0.137,22.3M,88.90%
New Caledonia,Oceania,12/1/2011,1.60%,0.231,0.671,0.098,0.3M,67.90%
French Polynesia,Oceania,12/1/2011,1.70%,0.233,0.698,0.07,0.3M,56.30%
Guam,Oceania,12/1/2011,1.80%,0.271,0.654,0.075,0.2M,94.20%
Fiji,Oceania,12/1/2011,2.10%,0.289,0.661,0.05,0.9M,52.20%
Kiribati,Oceania,12/1/2011,2.30%,0.33,0.631,0.039,0.1M,43.90%
"Micronesia, Fed. Sts.",Oceania,12/1/2011,2.40%,0.364,0.597,0.039,0.1M,22.30%
Vanuatu,Oceania,12/1/2011,2.70%,0.378,0.582,0.04,0.2M,24.90%
Tonga,Oceania,12/1/2011,2.70%,0.374,0.568,0.058,0.1M,23.40%
Samoa,Oceania,12/1/2011,2.70%,0.381,0.569,0.051,0.2M,19.90%
Papua New Guinea,Oceania,12/1/2011,3.00%,0.387,0.584,0.028,7.0M,13.00%
Solomon Islands,Oceania,12/1/2011,3.20%,0.406,0.561,0.033,0.5M,20.50%
American Samoa,Oceania,12/1/2012,0,0,0,0,0.1M,87.40%
Marshall Islands,Oceania,12/1/2012,0,0,0,0,0.1M,71.90%
New Zealand,Oceania,12/1/2012,1.40%,0.203,0.661,0.136,4.4M,86.20%
Australia,Oceania,12/1/2012,1.40%,0.189,0.671,0.14,22.7M,89.00%
New Caledonia,Oceania,12/1/2012,1.60%,0.228,0.673,0.099,0.3M,68.50%
French Polynesia,Oceania,12/1/2012,1.70%,0.229,0.7,0.071,0.3M,56.20%
Guam,Oceania,12/1/2012,1.70%,0.266,0.656,0.078,0.2M,94.30%
Fiji,Oceania,12/1/2012,2.10%,0.289,0.659,0.052,0.9M,52.60%
Kiribati,Oceania,12/1/2012,2.30%,0.324,0.636,0.04,0.1M,43.90%
"Micronesia, Fed. Sts.",Oceania,12/1/2012,2.40%,0.358,0.602,0.039,0.1M,22.30%
Tonga,Oceania,12/1/2012,2.60%,0.373,0.568,0.058,0.1M,23.50%
Vanuatu,Oceania,12/1/2012,2.70%,0.374,0.586,0.04,0.2M,25.20%
Samoa,Oceania,12/1/2012,2.70%,0.379,0.57,0.051,0.2M,19.60%
Papua New Guinea,Oceania,12/1/2012,2.90%,0.384,0.588,0.029,7.2M,13.00%
Solomon Islands,Oceania,12/1/2012,3.10%,0.404,0.563,0.033,0.5M,21.00%
Cayman Islands,The Americas,12/1/2004,0,0,0,0,0.0M,100.00%
Curacao,The Americas,12/1/2004,0,0.218,0.665,0.118,0.1M,90.70%
Sint Maarten (Dutch part),The Americas,12/1/2004,0,0,0,0,0.0M,100.00%
Turks and Caicos Islands,The Americas,12/1/2004,0,0,0,0,0.0M,87.20%
St. Kitts and Nevis,The Americas,12/1/2004,0,0,0,0,0.0M,32.20%
Dominica,The Americas,12/1/2004,0,0,0,0,0.1M,66.30%
Canada,The Americas,12/1/2004,1.10%,0.18,0.691,0.13,32.0M,80.00%
Cuba,The Americas,12/1/2004,1.20%,0.199,0.694,0.107,11.3M,76.00%
Puerto Rico,The Americas,12/1/2004,1.30%,0.225,0.655,0.12,3.8M,94.20%
United States,The Americas,12/1/2004,1.40%,0.207,0.67,0.123,292.8M,79.80%
Trinidad and Tobago,The Americas,12/1/2004,1.50%,0.224,0.706,0.071,1.3M,10.10%
Chile,The Americas,12/1/2004,1.50%,0.255,0.667,0.079,16.2M,87.20%
Greenland,The Americas,12/1/2004,1.60%,0,0,0,0.1M,82.60%
Uruguay,The Americas,12/1/2004,1.60%,0.24,0.626,0.135,3.3M,93.10%
Jamaica,The Americas,12/1/2004,1.70%,0.315,0.609,0.076,2.6M,52.60%
St. Martin (French part),The Americas,12/1/2004,1.70%,0,0,0,0.0M,0.00%
St. Vincent and the Grenadines,The Americas,12/1/2004,1.80%,0.29,0.638,0.072,0.1M,46.60%
St. Lucia,The Americas,12/1/2004,1.80%,0.292,0.636,0.072,0.2M,24.10%
Costa Rica,The Americas,12/1/2004,1.80%,0.286,0.656,0.058,4.2M,64.40%
Grenada,The Americas,12/1/2004,1.90%,0.309,0.614,0.077,0.1M,36.00%
Suriname,The Americas,12/1/2004,2.10%,0.3,0.64,0.06,0.5M,66.70%
El Salvador,The Americas,12/1/2004,2.10%,0.363,0.576,0.061,6.1M,61.10%
Guyana,The Americas,12/1/2004,2.20%,0.363,0.598,0.039,0.8M,28.40%
Colombia,The Americas,12/1/2004,2.20%,0.312,0.638,0.05,42.5M,73.30%
Peru,The Americas,12/1/2004,2.20%,0.324,0.623,0.053,27.4M,74.60%
Venezuela,The Americas,12/1/2004,2.20%,0.318,0.633,0.049,26.3M,88.50%
Mexico,The Americas,12/1/2004,2.20%,0.327,0.621,0.052,109.4M,76.00%
Panama,The Americas,12/1/2004,2.30%,0.31,0.63,0.06,3.3M,63.40%
Dominican Republic,The Americas,12/1/2004,2.40%,0.334,0.61,0.056,9.2M,66.00%
Ecuador,The Americas,12/1/2004,2.40%,0.33,0.615,0.055,13.5M,61.50%
Paraguay,The Americas,12/1/2004,2.60%,0.363,0.59,0.047,5.8M,57.10%
Nicaragua,The Americas,12/1/2004,2.60%,0.384,0.575,0.04,5.4M,55.70%
Haiti,The Americas,12/1/2004,2.90%,0.385,0.574,0.041,9.1M,42.40%
Honduras,The Americas,12/1/2004,2.90%,0.404,0.555,0.041,6.8M,47.90%
Guatemala,The Americas,12/1/2004,3.50%,0.434,0.524,0.043,12.4M,46.80%
Cayman Islands,The Americas,12/1/2005,0,0,0,0,0.0M,100.00%
Curacao,The Americas,12/1/2005,0,0.211,0.668,0.121,0.1M,90.50%
Sint Maarten (Dutch part),The Americas,12/1/2005,0,0,0,0,0.0M,100.00%
Turks and Caicos Islands,The Americas,12/1/2005,0,0,0,0,0.0M,87.70%
Dominica,The Americas,12/1/2005,0,0,0,0,0.1M,66.60%
St. Kitts and Nevis,The Americas,12/1/2005,0,0,0,0,0.0M,32.00%
Cuba,The Americas,12/1/2005,1.10%,0.195,0.696,0.11,11.3M,76.10%
Canada,The Americas,12/1/2005,1.10%,0.177,0.692,0.131,32.3M,80.10%
Aruba,The Americas,12/1/2005,1.20%,0.215,0.699,0.086,0.1M,44.90%
Barbados,The Americas,12/1/2005,1.30%,0.206,0.686,0.108,0.3M,32.90%
Puerto Rico,The Americas,12/1/2005,1.30%,0.222,0.657,0.122,3.8M,94.10%
Bermuda,The Americas,12/1/2005,1.30%,0,0,0,0.1M,100.00%
United States,The Americas,12/1/2005,1.40%,0.205,0.671,0.123,295.5M,79.90%
Trinidad and Tobago,The Americas,12/1/2005,1.50%,0.218,0.709,0.072,1.3M,9.90%
"Bahamas, The",The Americas,12/1/2005,1.50%,0.256,0.682,0.062,0.3M,82.30%
Uruguay,The Americas,12/1/2005,1.50%,0.238,0.627,0.135,3.3M,93.30%
Chile,The Americas,12/1/2005,1.50%,0.249,0.671,0.08,16.3M,87.40%
Greenland,The Americas,12/1/2005,1.60%,0,0,0,0.1M,82.90%
St. Lucia,The Americas,12/1/2005,1.70%,0.285,0.643,0.072,0.2M,23.10%
Costa Rica,The Americas,12/1/2005,1.70%,0.279,0.662,0.059,4.3M,65.70%
Brazil,The Americas,12/1/2005,1.80%,0.276,0.663,0.062,186.1M,82.80%
Jamaica,The Americas,12/1/2005,1.80%,0.311,0.612,0.077,2.6M,52.80%
St. Vincent and the Grenadines,The Americas,12/1/2005,1.80%,0.285,0.643,0.072,0.1M,47.00%
Argentina,The Americas,12/1/2005,1.80%,0.263,0.634,0.102,38.6M,90.10%
St. Martin (French part),The Americas,12/1/2005,1.80%,0,0,0,0.0M,0.00%
Grenada,The Americas,12/1/2005,1.90%,0.3,0.623,0.077,0.1M,35.90%
Antigua and Barbuda,The Americas,12/1/2005,1.90%,0.283,0.644,0.073,0.1M,29.20%
Suriname,The Americas,12/1/2005,2.00%,0.299,0.64,0.061,0.5M,66.70%
El Salvador,The Americas,12/1/2005,2.10%,0.357,0.581,0.062,6.1M,61.60%
Colombia,The Americas,12/1/2005,2.10%,0.308,0.642,0.051,43.2M,73.60%
Guyana,The Americas,12/1/2005,2.20%,0.366,0.596,0.038,0.8M,28.30%
Peru,The Americas,12/1/2005,2.20%,0.32,0.626,0.054,27.7M,75.00%
Venezuela,The Americas,12/1/2005,2.20%,0.313,0.637,0.05,26.7M,88.60%
Mexico,The Americas,12/1/2005,2.20%,0.323,0.624,0.053,110.7M,76.30%
Panama,The Americas,12/1/2005,2.20%,0.307,0.632,0.061,3.4M,63.70%
Dominican Republic,The Americas,12/1/2005,2.40%,0.331,0.613,0.057,9.3M,67.40%
Ecuador,The Americas,12/1/2005,2.40%,0.327,0.617,0.056,13.8M,61.70%
Nicaragua,The Americas,12/1/2005,2.50%,0.378,0.581,0.041,5.5M,55.90%
Paraguay,The Americas,12/1/2005,2.60%,0.358,0.594,0.048,5.9M,57.40%
Belize,The Americas,12/1/2005,2.70%,0.379,0.58,0.041,0.3M,46.30%
Haiti,The Americas,12/1/2005,2.90%,0.381,0.578,0.042,9.3M,44.10%
Bolivia,The Americas,12/1/2005,2.90%,0.383,0.573,0.044,9.4M,64.20%
Honduras,The Americas,12/1/2005,2.90%,0.398,0.56,0.041,6.9M,48.50%
Guatemala,The Americas,12/1/2005,3.50%,0.432,0.526,0.043,12.7M,47.20%
Cayman Islands,The Americas,12/1/2006,0,0,0,0,0.1M,100.00%
Sint Maarten (Dutch part),The Americas,12/1/2006,0,0,0,0,0.0M,100.00%
Turks and Caicos Islands,The Americas,12/1/2006,0,0,0,0,0.0M,88.30%
St. Kitts and Nevis,The Americas,12/1/2006,0,0,0,0,0.0M,32.00%
Cuba,The Americas,12/1/2006,1.10%,0.19,0.698,0.112,11.3M,76.20%
Canada,The Americas,12/1/2006,1.10%,0.174,0.694,0.133,32.6M,80.20%
Aruba,The Americas,12/1/2006,1.20%,0.213,0.698,0.089,0.1M,44.50%
Puerto Rico,The Americas,12/1/2006,1.20%,0.219,0.658,0.123,3.8M,94.10%
Barbados,The Americas,12/1/2006,1.30%,0.203,0.69,0.107,0.3M,32.80%
Bermuda,The Americas,12/1/2006,1.30%,0,0,0,0.1M,100.00%
Curacao,The Americas,12/1/2006,1.40%,0.206,0.67,0.124,0.1M,90.40%
United States,The Americas,12/1/2006,1.40%,0.204,0.672,0.124,298.4M,80.10%
Dominica,The Americas,12/1/2006,1.50%,0,0,0,0.1M,66.90%
Trinidad and Tobago,The Americas,12/1/2006,1.50%,0.214,0.712,0.074,1.3M,9.70%
Greenland,The Americas,12/1/2006,1.50%,0,0,0,0.1M,83.20%
"Bahamas, The",The Americas,12/1/2006,1.50%,0.249,0.688,0.064,0.3M,82.30%
Uruguay,The Americas,12/1/2006,1.50%,0.235,0.628,0.136,3.3M,93.60%
Chile,The Americas,12/1/2006,1.50%,0.243,0.675,0.082,16.5M,87.70%
Jamaica,The Americas,12/1/2006,1.60%,0.308,0.615,0.077,2.7M,53.00%
Brazil,The Americas,12/1/2006,1.70%,0.272,0.665,0.063,188.1M,83.10%
St. Lucia,The Americas,12/1/2006,1.70%,0.277,0.649,0.074,0.2M,22.10%
Costa Rica,The Americas,12/1/2006,1.70%,0.272,0.668,0.06,4.4M,66.90%
St. Vincent and the Grenadines,The Americas,12/1/2006,1.80%,0.281,0.648,0.071,0.1M,47.40%
Argentina,The Americas,12/1/2006,1.80%,0.26,0.637,0.103,39.0M,90.30%
Antigua and Barbuda,The Americas,12/1/2006,1.80%,0.28,0.647,0.073,0.1M,28.60%
St. Martin (French part),The Americas,12/1/2006,1.80%,0,0,0,0.0M,0.00%
Grenada,The Americas,12/1/2006,1.90%,0.293,0.631,0.076,0.1M,35.90%
Suriname,The Americas,12/1/2006,2.00%,0.297,0.641,0.062,0.5M,66.60%
El Salvador,The Americas,12/1/2006,2.10%,0.35,0.586,0.064,6.1M,62.20%
Colombia,The Americas,12/1/2006,2.10%,0.304,0.645,0.052,43.8M,73.90%
Mexico,The Americas,12/1/2006,2.10%,0.319,0.627,0.054,112.1M,76.60%
Guyana,The Americas,12/1/2006,2.20%,0.369,0.594,0.037,0.8M,28.30%
Peru,The Americas,12/1/2006,2.20%,0.316,0.629,0.055,28.0M,75.40%
Venezuela,The Americas,12/1/2006,2.20%,0.309,0.64,0.051,27.2M,88.60%
Panama,The Americas,12/1/2006,2.20%,0.305,0.633,0.062,3.4M,64.00%
Dominican Republic,The Americas,12/1/2006,2.30%,0.327,0.616,0.057,9.5M,68.70%
Ecuador,The Americas,12/1/2006,2.30%,0.323,0.62,0.057,14.0M,61.90%
Paraguay,The Americas,12/1/2006,2.50%,0.353,0.598,0.048,6.0M,57.60%
Nicaragua,The Americas,12/1/2006,2.50%,0.371,0.587,0.042,5.5M,56.20%
Belize,The Americas,12/1/2006,2.60%,0.374,0.585,0.04,0.3M,46.00%
Haiti,The Americas,12/1/2006,2.80%,0.377,0.581,0.042,9.4M,45.80%
Bolivia,The Americas,12/1/2006,2.80%,0.379,0.576,0.045,9.5M,64.70%
Honduras,The Americas,12/1/2006,2.80%,0.392,0.566,0.042,7.0M,49.20%
Guatemala,The Americas,12/1/2006,3.40%,0.429,0.528,0.043,13.0M,47.60%
Turks and Caicos Islands,The Americas,12/1/2007,0,0,0,0,0.0M,88.80%
Dominica,The Americas,12/1/2007,0,0,0,0,0.1M,67.20%
St. Kitts and Nevis,The Americas,12/1/2007,0,0,0,0,0.1M,31.90%
Sint Maarten (Dutch part),The Americas,12/1/2007,0,0,0,0,0.0M,100.00%
Cuba,The Americas,12/1/2007,1.10%,0.186,0.699,0.115,11.3M,76.30%
Canada,The Americas,12/1/2007,1.10%,0.171,0.695,0.134,32.9M,80.40%
Aruba,The Americas,12/1/2007,1.20%,0.212,0.696,0.092,0.1M,44.10%
Puerto Rico,The Americas,12/1/2007,1.20%,0.215,0.66,0.125,3.8M,94.00%
Barbados,The Americas,12/1/2007,1.30%,0.2,0.694,0.106,0.3M,32.60%
Curacao,The Americas,12/1/2007,1.30%,0.203,0.671,0.126,0.1M,90.30%
Bermuda,The Americas,12/1/2007,1.30%,0,0,0,0.1M,100.00%
Cayman Islands,The Americas,12/1/2007,1.40%,0,0,0,0.1M,100.00%
United States,The Americas,12/1/2007,1.40%,0.202,0.673,0.125,301.2M,80.30%
Trinidad and Tobago,The Americas,12/1/2007,1.50%,0.211,0.713,0.076,1.3M,9.60%
Greenland,The Americas,12/1/2007,1.50%,0,0,0,0.1M,83.50%
"Bahamas, The",The Americas,12/1/2007,1.50%,0.242,0.693,0.065,0.3M,82.40%
Uruguay,The Americas,12/1/2007,1.50%,0.233,0.63,0.137,3.3M,93.80%
Chile,The Americas,12/1/2007,1.50%,0.237,0.678,0.085,16.7M,87.90%
Jamaica,The Americas,12/1/2007,1.60%,0.304,0.618,0.077,2.7M,53.20%
Brazil,The Americas,12/1/2007,1.70%,0.268,0.668,0.064,190.0M,83.40%
St. Lucia,The Americas,12/1/2007,1.70%,0.27,0.653,0.077,0.2M,21.10%
Argentina,The Americas,12/1/2007,1.70%,0.257,0.639,0.104,39.3M,90.40%
St. Martin (French part),The Americas,12/1/2007,1.70%,0,0,0,0.0M,0.00%
Costa Rica,The Americas,12/1/2007,1.70%,0.266,0.673,0.061,4.5M,68.20%
St. Vincent and the Grenadines,The Americas,12/1/2007,1.80%,0.276,0.653,0.07,0.1M,47.70%
Antigua and Barbuda,The Americas,12/1/2007,1.80%,0.276,0.651,0.073,0.1M,28.00%
Suriname,The Americas,12/1/2007,1.90%,0.295,0.643,0.062,0.5M,66.50%
Grenada,The Americas,12/1/2007,1.90%,0.287,0.638,0.075,0.1M,35.80%
El Salvador,The Americas,12/1/2007,2.10%,0.343,0.592,0.065,6.1M,62.70%
Colombia,The Americas,12/1/2007,2.10%,0.3,0.648,0.052,44.5M,74.20%
Peru,The Americas,12/1/2007,2.10%,0.312,0.632,0.056,28.3M,75.80%
Mexico,The Americas,12/1/2007,2.10%,0.314,0.63,0.056,113.5M,76.90%
Panama,The Americas,12/1/2007,2.10%,0.302,0.635,0.063,3.5M,64.30%
Guyana,The Americas,12/1/2007,2.20%,0.372,0.592,0.035,0.8M,28.20%
Venezuela,The Americas,12/1/2007,2.20%,0.305,0.643,0.052,27.7M,88.60%
Dominican Republic,The Americas,12/1/2007,2.30%,0.323,0.619,0.058,9.6M,70.00%
Ecuador,The Americas,12/1/2007,2.30%,0.32,0.622,0.058,14.3M,62.10%
Paraguay,The Americas,12/1/2007,2.50%,0.349,0.602,0.049,6.1M,57.80%
Nicaragua,The Americas,12/1/2007,2.50%,0.364,0.592,0.043,5.6M,56.40%
Belize,The Americas,12/1/2007,2.60%,0.37,0.59,0.04,0.3M,45.80%
Haiti,The Americas,12/1/2007,2.80%,0.373,0.584,0.043,9.5M,47.40%
Bolivia,The Americas,12/1/2007,2.80%,0.374,0.58,0.045,9.7M,65.10%
Honduras,The Americas,12/1/2007,2.80%,0.386,0.572,0.042,7.2M,49.80%
Guatemala,The Americas,12/1/2007,3.40%,0.426,0.531,0.043,13.3M,48.00%
Cayman Islands,The Americas,12/1/2008,0,0,0,0,0.1M,100.00%
Turks and Caicos Islands,The Americas,12/1/2008,0,0,0,0,0.0M,89.30%
Dominica,The Americas,12/1/2008,0,0,0,0,0.1M,67.50%
St. Kitts and Nevis,The Americas,12/1/2008,0,0,0,0,0.1M,31.80%
Cuba,The Americas,12/1/2008,1.00%,0.181,0.7,0.118,11.3M,76.40%
Aruba,The Americas,12/1/2008,1.10%,0.212,0.693,0.096,0.1M,43.80%
Canada,The Americas,12/1/2008,1.10%,0.168,0.695,0.136,33.2M,80.60%
Puerto Rico,The Americas,12/1/2008,1.20%,0.212,0.662,0.126,3.8M,93.90%
Sint Maarten (Dutch part),The Americas,12/1/2008,1.30%,0,0,0,0.0M,100.00%
Barbados,The Americas,12/1/2008,1.30%,0.198,0.698,0.105,0.3M,32.40%
Bermuda,The Americas,12/1/2008,1.30%,0,0,0,0.1M,100.00%
Curacao,The Americas,12/1/2008,1.40%,0.201,0.671,0.128,0.1M,90.20%
United States,The Americas,12/1/2008,1.40%,0.201,0.673,0.127,304.1M,80.40%
Trinidad and Tobago,The Americas,12/1/2008,1.50%,0.209,0.712,0.078,1.3M,9.40%
Greenland,The Americas,12/1/2008,1.50%,0,0,0,0.1M,83.80%
Uruguay,The Americas,12/1/2008,1.50%,0.23,0.632,0.137,3.3M,94.00%
Chile,The Americas,12/1/2008,1.50%,0.231,0.682,0.087,16.8M,88.20%
Brazil,The Americas,12/1/2008,1.60%,0.264,0.671,0.066,191.8M,83.70%
Jamaica,The Americas,12/1/2008,1.60%,0.3,0.622,0.078,2.7M,53.40%
"Bahamas, The",The Americas,12/1/2008,1.60%,0.236,0.698,0.066,0.3M,82.40%
Costa Rica,The Americas,12/1/2008,1.60%,0.26,0.678,0.062,4.5M,69.40%
St. Lucia,The Americas,12/1/2008,1.70%,0.264,0.656,0.08,0.2M,20.10%
Argentina,The Americas,12/1/2008,1.70%,0.254,0.641,0.104,39.7M,90.60%
St. Martin (French part),The Americas,12/1/2008,1.70%,0,0,0,0.0M,0.00%
St. Vincent and the Grenadines,The Americas,12/1/2008,1.80%,0.273,0.659,0.069,0.1M,48.10%
Antigua and Barbuda,The Americas,12/1/2008,1.80%,0.271,0.656,0.073,0.1M,27.40%
Suriname,The Americas,12/1/2008,1.90%,0.293,0.644,0.063,0.5M,66.50%
Grenada,The Americas,12/1/2008,1.90%,0.282,0.643,0.074,0.1M,35.80%
Colombia,The Americas,12/1/2008,2.00%,0.295,0.651,0.054,45.2M,74.50%
Mexico,The Americas,12/1/2008,2.00%,0.31,0.633,0.057,115.0M,77.20%
El Salvador,The Americas,12/1/2008,2.10%,0.336,0.598,0.066,6.2M,63.30%
Peru,The Americas,12/1/2008,2.10%,0.308,0.635,0.057,28.6M,76.20%
Venezuela,The Americas,12/1/2008,2.10%,0.302,0.645,0.053,28.1M,88.70%
Panama,The Americas,12/1/2008,2.10%,0.299,0.636,0.065,3.6M,64.50%
Guyana,The Americas,12/1/2008,2.20%,0.375,0.591,0.034,0.8M,28.20%
Ecuador,The Americas,12/1/2008,2.20%,0.316,0.624,0.059,14.5M,62.30%
Dominican Republic,The Americas,12/1/2008,2.30%,0.319,0.622,0.059,9.8M,71.30%
Paraguay,The Americas,12/1/2008,2.50%,0.344,0.606,0.05,6.2M,58.00%
Nicaragua,The Americas,12/1/2008,2.50%,0.358,0.598,0.044,5.7M,56.70%
Belize,The Americas,12/1/2008,2.50%,0.365,0.596,0.039,0.3M,45.50%
Haiti,The Americas,12/1/2008,2.70%,0.369,0.587,0.044,9.6M,49.00%
Bolivia,The Americas,12/1/2008,2.70%,0.37,0.585,0.046,9.8M,65.60%
Honduras,The Americas,12/1/2008,2.80%,0.38,0.578,0.042,7.3M,50.40%
Guatemala,The Americas,12/1/2008,3.30%,0.422,0.534,0.044,13.6M,48.40%
Turks and Caicos Islands,The Americas,12/1/2009,0,0,0,0,0.0M,89.80%
Dominica,The Americas,12/1/2009,0,0,0,0,0.1M,67.80%
St. Kitts and Nevis,The Americas,12/1/2009,0,0,0,0,0.1M,31.80%
Sint Maarten (Dutch part),The Americas,12/1/2009,0,0,0,0,0.0M,100.00%
Cuba,The Americas,12/1/2009,1.00%,0.177,0.701,0.121,11.3M,76.50%
Aruba,The Americas,12/1/2009,1.10%,0.21,0.69,0.099,0.1M,43.40%
Canada,The Americas,12/1/2009,1.10%,0.166,0.695,0.139,33.6M,80.80%
Puerto Rico,The Americas,12/1/2009,1.20%,0.208,0.664,0.128,3.7M,93.90%
Bermuda,The Americas,12/1/2009,1.20%,0,0,0,0.1M,100.00%
Barbados,The Americas,12/1/2009,1.30%,0.195,0.701,0.104,0.3M,32.20%
Curacao,The Americas,12/1/2009,1.30%,0.2,0.67,0.13,0.1M,90.00%
United States,The Americas,12/1/2009,1.40%,0.2,0.672,0.128,306.8M,80.60%
Chile,The Americas,12/1/2009,1.40%,0.226,0.685,0.089,17.0M,88.40%
Trinidad and Tobago,The Americas,12/1/2009,1.50%,0.208,0.711,0.081,1.3M,9.20%
Uruguay,The Americas,12/1/2009,1.50%,0.228,0.634,0.138,3.4M,94.20%
Cayman Islands,The Americas,12/1/2009,1.60%,0,0,0,0.1M,100.00%
Greenland,The Americas,12/1/2009,1.60%,0,0,0,0.1M,84.10%
Brazil,The Americas,12/1/2009,1.60%,0.259,0.673,0.067,193.5M,84.00%
Jamaica,The Americas,12/1/2009,1.60%,0.296,0.626,0.078,2.7M,53.60%
"Bahamas, The",The Americas,12/1/2009,1.60%,0.23,0.702,0.068,0.4M,82.50%
Costa Rica,The Americas,12/1/2009,1.60%,0.255,0.682,0.064,4.6M,70.60%
St. Vincent and the Grenadines,The Americas,12/1/2009,1.70%,0.269,0.663,0.068,0.1M,48.40%
St. Lucia,The Americas,12/1/2009,1.70%,0.258,0.66,0.083,0.2M,19.20%
Argentina,The Americas,12/1/2009,1.70%,0.251,0.643,0.105,40.0M,90.80%
Antigua and Barbuda,The Americas,12/1/2009,1.70%,0.267,0.661,0.073,0.1M,26.80%
St. Martin (French part),The Americas,12/1/2009,1.70%,0,0,0,0.0M,0.00%
Suriname,The Americas,12/1/2009,1.90%,0.29,0.647,0.064,0.5M,66.40%
Grenada,The Americas,12/1/2009,1.90%,0.279,0.648,0.073,0.1M,35.70%
Colombia,The Americas,12/1/2009,2.00%,0.291,0.654,0.055,45.8M,74.70%
Mexico,The Americas,12/1/2009,2.00%,0.305,0.636,0.058,116.4M,77.50%
